DATASET_YR	REPRJ_ID	INUN_ID	CURRENCY_CODE	AP_RECD_1ST_N	AP_ADMT_1ST_N	EN_1ST_N	AP_RECD_1ST_MEN_N	AP_RECD_1ST_WMN_N	AP_ADMT_1ST_MEN_N	AP_ADMT_1ST_WMN_N	EN_1ST_FT_MEN_N	EN_1ST_FT_WMN_N	EN_1ST_PT_MEN_N	EN_1ST_PT_WMN_N	AD_WAIT	AP_RECD_WAIT_N	AP_ACPT_WAIT_N	AP_ADMT_WAIT_N	EN_WAIT_N	AD_OPEN	AD_OPEN_T	AD_PREF	AD_PREF_T	AD_EAD	AD_INTL_BACH	AD_EACT	AD_EDEC	AD_DEFER	AD_HS_REQ_ALL	AD_HS_REQ_SOME	AD_HS_REQ_SOME_T	AP_DL_FRSH_MON	AP_DL_FRSH_DAY	AP_DL_FRSH_I	AP_NOTF_DL_FRSH_MON	AP_NOTF_DL_FRSH_DAY	AP_NOTF_DL_FRSH_I	AP_DL_NRES_MON	AP_DL_NRES_DAY	AP_DL_NRES_I	AP_DL_EDEC_2_MON	AP_DL_EDEC_2_DAY	AP_DL_EDEC_2_I	AP_NOTF_DL_EDEC_2_MON	AP_NOTF_DL_EDEC_2_DAY	AP_NOTF_DL_EDEC_2_I	AP_REPLY_DL_FRSH_MON	AP_REPLY_DL_FRSH_DAY	AP_REPLY_DL_FRSH_T	AP_REPLY_DL_NRES_MON	AP_REPLY_DL_NRES_DAY	AP_REPLY_DL_NRES_T	AP_REPLY_DL_EDEC_1_MON	AP_REPLY_DL_EDEC_1_DAY	AP_REPLY_DL_EDEC_1_T	AP_REPLY_DL_EDEC_2_MON	AP_REPLY_DL_EDEC_2_DAY	AP_REPLY_DL_EDEC_2_T	AP_REPLY_DL_EACT_MON	AP_REPLY_DL_EACT_DAY	AP_REPLY_DL_EACT_T	AP_REPLY_DL_TFER_MON	AP_REPLY_DL_TFER_DAY	AP_REPLY_DL_TFER_T	AP_NOTF_DL_NRES_MON	AP_NOTF_DL_NRES_DAY	AP_NOTF_DL_NRES_I	AP_DL_EDEC_1_MON	AP_DL_EDEC_1_DAY	AP_DL_EDEC_1_I	AP_DL_TFER_MON	AP_DL_TFER_DAY	AP_DL_TFER_I	AP_NOTF_DL_EDEC_1_MON	AP_NOTF_DL_EDEC_1_DAY	AP_NOTF_DL_EDEC_1_I	AP_DL_EACT_MON	AP_DL_EACT_DAY	AP_DL_EACT_I	AP_NOTF_DL_EACT_MON	AP_NOTF_DL_EACT_DAY	AP_NOTF_DL_EACT_I	AP_NOTF_DL_TFER_MON	AP_NOTF_DL_TFER_DAY	AP_NOTF_DL_TFER_I	AP_FEE_RES_D	AP_FEE_NRES_D	AP_FEE_INTL_D	AP_RECD_EDEC_N	AP_ADMT_EDEC_N	AP_RECD_EACT_N	AP_ADMT_EACT_N	EN_EACT_N	AP_COMMON	AP_ELECTRONIC	AD_VIDEO	AD_VIEWBOOK	AD_DIFF_ALL	AD_DIFF_NRES	AD_DIFF_TFER	AD_DIFF_GRP	AD_DIFF_GRP_T	AD_INTL	AD_INTL_TFER	AP_RECD_INTL_N	AP_ADMT_INTL_N	EN_INTL_N	AP_DL_INTL_DAY	AP_DL_INTL_MON	AP_DL_INTL_I	AD_INTL_FALL	AD_INTL_SPRI	AD_INTL_SUMM	AD_INTL_WINT	AD_TOEFL_SCORE	AD_TOEFL_SCORE_ESL	AD_ELS_LVL	AD_TFER_FALL	AD_TFER_WINT	AD_TFER_SPRI	AD_TFER_SUMM	EN_1ST_FT_N	EN_1ST_PT_N	AD_TOEFL_CMPTR_SCORE	AD_TOEFL_CMPTR_SCORE_ESL	AD_TFER_GRADE	AD_TFER_CRDT_2_N	AD_TFER_CRDT_4_N	AD_TFER_CRDT_4_UNIT	AD_TFER_CRDT_2_UNIT	AD_INTL_PREV	AP_RECD_INTL_PREV_N	AP_ADMT_INTL_PREV_N	EN_INTL_PREV_N	AD_INTL_TFER_FA	AD_TOEFL_WAIV	AP_DL_TFER_WINT_MON	AP_DL_TFER_WINT_DAY	AP_DL_TFER_WINT_I	AP_DL_TFER_SPRI_MON	AP_DL_TFER_SPRI_DAY	AP_DL_TFER_SPRI_I	AP_DL_TFER_SUMM_MON	AP_DL_TFER_SUMM_DAY	AP_DL_TFER_SUMM_I	AP_NOTF_DL_TFER_WINT_MON	AP_NOTF_DL_TFER_WINT_DAY	AP_NOTF_DL_TFER_WINT_I	AP_NOTF_DL_TFER_SPRI_MON	AP_NOTF_DL_TFER_SPRI_DAY	AP_NOTF_DL_TFER_SPRI_I	AP_NOTF_DL_TFER_SUMM_MON	AP_NOTF_DL_TFER_SUMM_DAY	AP_NOTF_DL_TFER_SUMM_I	AP_SAT1_ACT_DL_MON	AP_SAT1_ACT_DL_DAY	AP_SAT2_DL_MON	AP_SAT2_DL_DAY	AD_TFER_CLEP_SUBJECT	AD_TFER_CLEP_GEN	AD_TFER_CRDT_DANTES	AD_TFER_CRDT_LEARN	AD_TFER_CRDT_ACPT_YR	AD_TFER_CRDT_ANY_YR	AD_TFER_CRDT_MILITARY	AD_TFER_CRDT_ACE	AD_TFER_CRDT_EXCELSIOR	AD_TFER_CRDT
2018	12	7395	USD												N					N		Y	state residents	N	Y	N	N	Y	GED																																																									95.00									Y	N	N	VERY	MOST	VERY																																																											X		X					N		
2018	12	7399	CAD												Y					N		N		Y	Y	N	Y	Y	REQ	NON	mature students (over 21 years), senior citizens			C				3	1																																3	1														40.00									Y	Y	N	MOD		MOD	NONC	adult students, senior citizens																X	X	X																																											10					Y
2018	12	7401	USD	13727	11647		5416	8311	4547	7100					N					N		N		Y	Y	N	N	N	GED			7	1				C																																		7	1													C	25.00									Y	Y	Y	MOD		MOD																		X		X	X																																		7	1			X	X	X	X		X		Y		Y
2018	12	7404	USD	660	660		325	335	325	335					N					Y		Y	state residents	Y		N	N	Y	NON					C			C																																				C												C	0.00									Y	N	N	NONC		NONC																		X	X	X																																												X				Y
2018	12	7405	USD	2195	897		1039	1156	444	453					N					N		N		Y	Y	Y	N	Y	GED			4	1																																						6	1					11	15		1	15				C	40.00									Y	N	N	MOD		MOD																		X		X																																							X	X				X		Y		Y
2018	12	7410		2593	2593		1158	1435	1158	1435					N					Y	except for allied health programs or international students	N		Y		N	N	N	NON	GED	applicants under 18			C			C																																				C												C										Y	Y		NONC		NONC	MOD	Allied Health Programs																X		X	X																																													N		Y
2018	12	7411	USD												N					Y		Y	county residents			N	N	Y	NON					C			C																																				C												C	0.00									Y	N	N	NONC		NONC																																																																				
2018	12	7412	USD	4749	3479		1991	2758	1486	1993					Y					N		N		N	Y	Y	N	Y	GED			7	1				C																																				C				3	1				C			C	50.00									Y	Y	N	MOD		MOD	VERY	engineering, Center for Strings programs																X		X	X																																		7	1			X	X	X					Y		Y
2018	12	7414	USD	6901	5433		2344	4557	1693	3740					N					N		N		N	Y	Y	N	Y	GED					C			C																																				C				12	1		1	2				C	40.00									Y	Y	Y	MOD		MOD	VERY	occupational therapy, occupational therapist assistant, physical therapy programs, nursing																X	X	X	X																																						X	X	X	X		X		Y	X	Y
2018	12	7416	USD	221	127		43	178	26	101					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	25.00									Y	N	Y	MOD		MOD																		X		X	X																																		7	15	7	15	X		X					Y		Y
2018	12	7417	USD	3254	2448		1440	1814	1044	1404					N					N		N		N	Y	N	N	Y	GED					C	11	1	C																																				C										12	1	C	0.00									Y	Y	N	MOD		MOD																		X		X																																							X			X		X		Y		Y
2018	12	7418	USD	1737	1197			1737		1197					N					N		N		Y	Y	N	Y	Y	REQ			2	15				C																															10	15		2	15		11	1										C	40.00									Y	N	Y	MOD		MOD																		X		X																																			6	30			X	X						Y		Y
2018	12	7419	USD												N					Y				Y	N	N	N	N	GED					C			C			C																											C						C												C	0.00									N	N	N	NONC																				X		X	X																																						X					X				Y
2018	12	7420	USD	8656	7058		4354	4302	3432	3626					Y	0	0	0		N		N		Y	Y	Y	Y	Y	GED			2	15		3	15	C																															11	15		8	25		12	15		1	15		2	15				C	0.00			44	38	4013	3766			Y	N	Y	MOD		MOD																		X		X																																			2	15			X				10			Y		Y
2018	12	7421	USD	205	150		97	108	65	85					N					N		N		N	N	N	N	Y	GED			4	1				C																																		4	1													C	65.00									Y	Y	Y	MOD		MOD																		X		X																																							X	X						N		Y
2018	12	7422																		Y		N		Y				Y	GED	NON	applicants 18 or over	8	28				C																																																C										N	N	N	NONC		NONC																																																																				
2018	12	7423	USD												N					Y		N		Y		N	N	Y	GED					C			C																																				C												C	20.00									Y	N	N	NONC		NONC																		X		X	X																																						X	X								Y
2018	12	7424	USD	6982	5702		3173	3809	2588	3114					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	30.00									Y	N	Y	MIN		MIN	MOD	nursing, education programs																X		X	X																																		8	15	8	15	X					X		Y		Y
2018	12	7425	USD												N					Y		N		Y		N	N	Y	NON			9	1				C																																		9	1														0.00									Y	N	Y	NONC																				X		X	X																																						X	X	X			X		Y		Y
2018	12	7426		8	4		8		4											N		N		N		N	N	N	REQ					C																																							C																									MOD																																																																						
2018	12	7427		15	15		15		15																																																																																																																																																															
2018	12	7428	USD	66			66													N		Y	Orthodox Jews	Y		N	N	Y	GED					C			C																																				C												C	200.00												MOD		MOD																																																																				
2018	12	7429	USD	22	10		13	9	6	4					N									Y		N	N		GED			8	14		8	25																																			8	14											8	25	C	35.00									Y	Y	Y	MOD		MOD																		X		X	X																																						X					X		Y		Y
2018	12	7430	USD	2558	1970		997	1561	741	1229					Y	0	0	0		N		N		N	Y	N	N	N	GED					C			C																																				C												C	50.00									Y	Y	Y	MOD		MOD																		X		X																																							X	X				X		N		Y
2018	12	7431	USD	2904	1826		1980	924	1210	616					N					N		N		N	Y	N	N	Y	GED					C	8	15				C																																	C										8	15	C	25.00									N	N	N	MOD		MOD																		X		X	X																																						X	X	X							
2018	12	7433	USD												N					Y	except for students in the Cinema Division; students in the air traffic control, law enforcement and nursing programs; and international students	N		Y	Y	N	N	Y	GED					C			C																																				C												C	20.00									Y	Y		NONC		NONC	MOD	cinema, nursing programs																X		X	X																																							X								
2018	12	7435	USD	11435	7348		4680	6755	2974	4374					N					Y	for applicants 20 years or older who are high school graduates, have GED, or have 30 transferable credits from another college	N		N	Y	N	N	Y	GED			7	1				C																																				C												C	25.00									Y	Y	N	MIN		MIN	NONC	students 20 or over																X		X	X																																		8	1												Y
2018	12	7436	USD	376	376		145	231	145	231					N					N		N		N	Y	N	N	Y	NON	GED	non-transfer students	6	15																																						6	15														20.00									Y	N	N	MIN		MIN																		X		X	X																																						X	X	X			X		Y		
2018	12	7437	USD	4141	4141		1878	2263	1878	2263					N					Y		N		Y		N	N	N	NON	GED	allied health programs, pre-professional associate of science			C			C																																				C												C	0.00									N	N	N	NONC		NONC																																																											X	X	X	X		X		Y		
2018	12	7441	USD	44910	44910		19364	25546	19364	25546					N					Y		N		Y	Y	N	N	N	GED					C			C																																				C												C	30.00									Y	N	N	NONC		NONC																		X	X	X	X																																						X	X	X	X		X		Y	X	Y
2018	12	7443	USD												N					Y	except for nursing program, transfer students	N		N		N	N	N	GED					C			C																																				C												C	35.00									Y	N	Y	NONC		MIN	MOD	nursing program																																																																		
2018	12	7444	USD												N					Y	except for nursing program	N		Y		N	N	Y	GED					C			C																																				C												C	35.00									Y	N	N	NONC		NONC	MOD	nursing program																																																																		
2018	12	7445	USD	30255	20635		14968	15287	10005	10630					Y	2860	604	45		N		N		N	Y	Y	Y	Y	GED			2	1		3	15																																11	15		6	1		12	15		12	1		2	1				C	50.00			915	708	18872	14968			Y	Y	Y	MOD		MOD																		X	X	X	X																																		2	1			X		X		10			Y		Y
2018	12	7446	USD	8090	8090		3898	4192	3898	4192					N					Y	except for health technologies, Peace Officer Academy, early childhood education programs	N		Y		N	N	Y	NON					C			C																																				C												C	20.00									Y	N	Y	NONC		NONC	MOD	health technology, Peace Officer Academy, early childhood education programs																X		X	X																																						X				6			N		Y
2018	12	7448	USD	210	167		105	105	85	82					N					N		N		Y		N	N	Y	GED					C			C																																				C												C	25.00									Y	N	Y	MIN		MIN	MOD	early admission applicants																																																									X					X				
2018	12	7450	USD	36143	25860		17798	18345	12410	13450					Y	2687	1994	560		N		N		N	Y	N	N	Y	GED					C			C																																				C												C	65.00									Y	Y	Y	MOD		MOD																		X		X	X																																						X	X	X			X		Y		Y
2018	12	7451		5469	4074		3831	1638	2842	1232					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C										Y	N	N	MOD		MOD																		X		X	X																																		8	25			X		X			X		N		Y
2018	12	7453	USD												N					Y		N		Y		N	N	Y	GED			8	15				C																																		8	15													C	10.00									N	N	N	NONC		NONC																																																											X									
2018	12	7454	USD	77			59	18							N					Y				N		N	N		GED			7	1																																																					25.00									Y	Y	Y	NONC																				X	X	X	X																																		7	1	7	1										Y
2018	12	7456	USD												N					Y		N		N			N	Y	GED					C																																																				25.00									N	N	N	MIN		NONC																																																																				
2018	12	7457		957	628		556	401	342	286					N					Y		N		N	Y	N	N	Y	GED			8	1				C																																		8	1													C										Y	N	N	MIN		MIN																		X	X	X																																			8	15	8	15	X	X	X	X		X		Y		Y
2018	12	7459	USD	8909	1523		3918	4991	742	781					Y	1259	540	21		N		N		Y	Y	N	Y	Y	NON			1	1		3	31					1	1		2	15																							11	1		3	1		12	15								4	10		65.00			834	403					Y	N	Y	MOST		MOST																		X		X																																			1	1	1	1						X		N		Y
2018	12	7461	USD	993											N					Y	except for radiological technology, human services, drug and alcohol counseling, broadcast journalism, ophthalmic design and dispensing programs			Y		N	N	Y	GED					C																																							C													20.00									Y	Y		NONC		NONC	MOD	radiological technology programs; minimally difficult for human services, drug and alcohol counseling programs																X	X	X	X																																						X			X						Y
2018	12	7462	USD												N					Y	for most programs	Y	state residents	Y		N	N	N	GED					C			C																																				C												C	0.00									Y	Y	N	NONC		NONC	MOD	nursing, dental hygiene, radiological technology, diagnostic medical sonography, honors business, human services programs																																																																		
2018	12	7463	USD												N					Y	except for dental hygiene, nursing, radiography, medical laboratory technology, psychosocial rehabilitation, respiratory care and automotive technology programs	Y	county residents	Y		N	N	Y	GED					C			C																																				C												C	25.00									N	N	N	NONC			MOD	dental hygiene, nursing, medical laboratory technology, radiography, respiratory care programs																X	X	X	X																																											X				
2018	12	7466	USD	9938	5898		4393	5545	2612	3286					N							N		N	Y	N	N	N	GED																																																									25.00												MOD		MOD																		X		X	X																																		8	15	8	15	X		X							
2018	12	7467	USD												N					Y	except for nursing, respiratory therapy, radiological technology programs	N		N	Y	N	N	N	NON					C			C																																				C												C	0.00									Y	N	Y	NONC		NONC	MIN	radiological technology, respiratory therapy programs; moderately difficult for nursing program																X	X	X	X																																						X					X		Y		Y
2018	12	7468	USD	920	808		446	474	353	455					N					N		N		Y	Y	N	N	N	GED					C	9	1	C																																				C										9	1	C	30.00									Y	Y	N	MOD		MOD																																																																				
2018	12	7469	USD	5753	3763		2478	3275	1682	2081					N					Y	except for health science/nursing program	N		Y		N	N	Y	NON																																												C												C	35.00									Y	Y	N	MIN			MOD	nursing, health sciences programs																X		X	X																																						X									
2018	12	7470	USD	785	785		373	412	373	412					N					Y	except for allied health programs	N		Y		N	N	N	NON					C			C																																				C												C	0.00									Y	Y	Y	NONC		NONC	MOD	allied health programs																X	X		X																																						X					X		Y		Y
2018	12	7472	USD		321				163	158					N					Y				N	N	N	N	Y	GED					C			C																																				C												C	0.00									Y	Y	N	MIN		MIN	MOD	medical laboratory technician, nursing, dental program, paramedic programs																X		X	X																																		8	19	8	19	X					X		Y		Y
2018	12	7473	USD	336	336		148	188	148	188					N					Y				Y		N	N		GED					C			C																																				C												C	0.00									N	Y	N	NONC		NONC																		X		X	X																																						X	X		X				Y		Y
2018	12	7476	USD	49			11	38							N					N		N		Y		N	N	Y	GED					C																																							C													25.00									N	N	N	MOD		MIN																																																																				
2018	12	7480	USD	1100	1045		440	660	418	627					Y					Y		N		Y		N	N	Y	GED					C			C																																				C												C	30.00									Y	N	Y	NONC																																																																						
2018	12	7481	USD	1572			252	1320							N					N		N		Y		N	N	Y	GED					C			C																																				C												C	25.00									Y	Y	Y	MIN		MIN	MOD	nursing, education programs																X		X	X																																						X	X	X	X						
2018	12	7485	USD	2854	2169		1190	1664	910	1259					N					N		N		N	N	N	N	N	GED			8	1				C																																		8	1													C	25.00									Y	Y	Y	MOD		MOD																		X		X	X																																		8	1	8	1	X		X	X		X		Y		Y
2018	12	7486	USD	2905	768										N					Y		N		N		N	N	N	GED			8	23				C																																				C												C	0.00									N	Y		NONC		NONC																																																												X				X		N		
2018	12	7488	USD	319	319		145	174	145	174					Y	0	0	0		Y	except for nursing program, heavy equipment operator program	N		Y		N	N	Y	GED					C																																							C													30.00									Y	N	N	NONC		NONC	MOD	nursing program																X		X	X																																						X	X				X		Y		Y
2018	12	7490	USD	6717	5340		2900	3817	2228	3112					Y	275	152	95		N		N		Y	Y	N	N	Y	GED					C			C																																				C												C	50.00									Y	Y	Y	MOD		MOD																		X	X	X	X																																						X	X	X			X		Y		Y
2018	12	7491	USD	621	417		252	369	170	247					N					N		N		N	Y	N	N	Y	GED			8	1				C																																				C												C	30.00									Y	Y	Y	MOD		MOD																		X		X	X																																						X	X	X			X		N		Y
2018	12	7492	USD	3431	2216		1587	1844	958	1258					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	0.00									Y	N	Y	MOD		MOD	MOST	James Millikin Scholars, Presidential Scholars programs																X		X	X																																		5	1	5	1	X	X	X			X		Y		Y
2018	12	7493	USD	4276	2093		1826	2450	898	1195					N					N		N		Y	Y	Y	N	Y	GED			2	1	C	3	15	C			C																									3	15	C				7	1					11	15		1	15		3	15	C	0.00									Y	Y	Y	MOD		MOD																		X		X	X																																		7	1			X	X			6			N		Y
2018	12	7495	USD	965	837		0	965	0	837					N					N		N		Y	Y	Y	N	Y	GED			1	15		3	30																																			3	1					11	15		12	1		4	1		50.00					264	223			Y	Y	N	MOD		MOD																		X		X																																							X					X		Y		Y
2018	12	7496	USD	13086	6712		6191	6895	3393	3319					Y	1148	846	701		Y	for students satisfying minimum degree requirements (students not meeting these requirements are placed in pre-program curricula)	N		N		N	N	N	GED					C	8	20	C																																				C										8	20	C	30.00									Y	N	N	NONC		NONC	MOD	health occupations programs																X	X	X	X																																						X	X				X				Y
2018	12	7497	USD	2893	1818		2061	832	1347	471					N					N		N		N	N	N	N	Y	GED			1	1	C	10	1	C			C																											C				1	1	C										10	1	C	0.00									Y	N	Y	MOD		MOD																		X	X	X	X																																		9	1	9	1		X				X		N		Y
2018	12	7498	USD	921	492		251	670	154	338					N					N		N		N	N	N	N	Y	GED					C																																							C													0.00									Y	N	N	MOD		MOD																		X		X																																														N		Y
2018	12	7499	USD	433	387		98	335	77	310					N					N		N		N		N	N	N	GED					C			C																																				C												C	0.00									Y	Y	Y	MIN		MIN																		X	X	X																																							X									
2018	12	7500	USD												N					Y	except for allied health and law enforcement programs	N		Y		N	N	N	NON	GED	allied health programs, law enforcement programs			C			C																																				C													15.00									Y	N	N	NONC		NONC	MOD	allied health, law enforcement programs																																																																		
2018	12	7501	USD	692	405		205	487	104	301					N					N		N		N	Y	Y	N	N	GED			5	1				C																																		5	1					12	1		12	15				C	50.00									Y	N	Y	MOD		MOD																		X		X																																			5	1								X		N		Y
2018	12	7509	USD		4707										Y					Y		N		N		N	N	N	GED					C			C																																				C												C	20.00									Y	Y	N	NONC		NONC																		X	X	X	X																																						X	X	X	X						Y
2018	12	7511	USD	709	489		305	404	212	277					N					N		N		N	N	N	N	Y	GED																																																									35.00									Y	Y	Y	MOD		MIN																		X		X																																			4	1	4	1	X		X			X		Y		Y
2018	12	7512	USD												N					Y	except for nursing program	N		Y	Y	N	N	Y	NON					C																																							C													0.00									Y	N	N	NONC		NONC	MOD	nursing program																X		X	X																																						X					X		N		Y
2018	12	7513		66	66		66		66																				NON																																																																																																																																											
2018	12	7514	USD												N					Y	except for nursing program	N		N	N	N	N	N	NON	GED	applicants under 18, nursing program			C			C																																				C												C	0.00									Y			NONC		NONC	MOD	nursing program																X	X	X	X																																											X				Y
2018	12	7516	USD	1958	1615		774	1184	635	980					N					N		N		Y	Y	N	N	Y	GED					C			C																																				C												C	25.00									Y	N	Y	MOD		MOD																		X		X	X																																						X		X			X		Y		Y
2018	12	7517	USD	501	501		150	351	150	351					N					Y	except for nursing program	N		N		N	N	Y	GED					C			C																																				C												C	0.00									N	N	N	NONC		NONC	MIN	nursing program																X		X																																							X	X	X	X				Y		
2018	12	7518	USD	909	909		397	512	397	512					N					N		Y	district residents	N		N	N	Y	GED			7	27	C			C			C																											C				7	27	C												C	0.00									N	N	N	NONC																				X	X	X	X																																											X		N		Y
2018	12	7521																																																																																																																																																																						
2018	12	7525	USD	13817	10144		6179	7638	4656	5488					N					N		N		N	Y	N	N	N	GED			8	1				C																																		8	1													C	40.00									Y	Y	Y	MOD		MOD																		X		X	X																																		8	15	8	15	X	X				X		N		Y
2018	12	7526	USD	671	645		155	516	146	499					N					N		N		Y	Y	N	N	N	GED					C			C																																				C												C	0.00									Y	Y	N	MOD		MOD	VERY	nursing BSN																X		X	X																																		8	20	8	20	X	X	X		9			Y	X	Y
2018	12	7527	USD	2605	2200		1080	1525	852	1348					N					N		N		N	N	N	N	Y	GED					C			C																																				C												C	0.00									N	Y	N	MIN	MOD	MOD																		X		X																																							X	X				X				
2018	12	7528	USD	1000	545		516	484	292	253					N					N		N		N	Y	N	N	N	GED					C			C																																				C												C	35.00									Y	N	Y	MOD		MOD																		X		X	X																																		8	13	8	13	X	X	X	X		X		Y	X	Y
2018	12	7529	USD												N									N		N	N	Y	GED					C			C																																				C												C	30.00												MIN		MIN																		X		X	X																																															
2018	12	7531	USD	2333	2196		924	1409	854	1342					N					N		N		N	Y	N	N	Y	GED					C	9	1	C																																				C										9	1	C	25.00									Y	Y	Y	MOD		NONC																		X		X	X																																		8	1			X	X		X		X		Y		
2018	12	7533	USD				1248	1052	663	571					N					N		N		Y	N	N	N	Y	GED			9	1				C																																				C												C	0.00									Y	Y	Y	MIN		MIN																		X		X	X																																						X	X	X					Y		Y
2018	12	7534	USD	5390	3981		2081	3309	1544	2437					N					Y		N		N	Y	N	N	N	GED			5	1	C			C																																		6	1	C												C	0.00									Y	N	N	NONC			MOD	nursing, computer science, education, criminal justice, leisure management, math, history, political science, social work programs																X		X	X																																						X	X						Y		Y
2018	12	7535													N					Y				N		N	N	N	GED			9	26	C			C																																		9	26	C												C										Y	N	N	MIN		MIN																		X		X	X																																											X				Y
2018	12	7536	USD	787	580		414	373	317	263					N					N		N		Y	N	N	Y	Y	GED					C			C																															11	15				C	12	1										C	30.00									Y	Y	Y	MIN		MIN																		X		X																																							X	X	X	X		X		Y		
2018	12	7538	USD	2646	2646										N					Y	All except for the nursing program are open admissions					N	N		GED					C			C																																				C												C	0.00									Y	N	N	NONC		NONC	MOD	nursing program																X		X	X																																						X	X	X			X		Y		Y
2018	12	7539	USD	916	527		596	320	397	130					Y	16	16	13		Y	except for some programs	N		N		N	N	N	GED					C			C																																				C												C	0.00									Y	N	Y	MIN		MIN	MOD	radiologic technology, radiation therapy, licensed practical nursing programs																X		X																																			9	1	9	1	X	X	X	X	5			Y		Y
2018	12	7540	USD		941				420	521					N					Y	except for nursing, law enforcement, and medical laboratory technician programs	N		N	Y	N	N	N	GED					C	9	1	C																																				C										9	1	C	0.00									Y	N	N	NONC		NONC	MOD	nursing, medical laboratory technician programs																X		X	X																																															
2018	12	7541	USD	935	579		296	639	196	383					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	25.00									Y	Y	Y	MOD		MOD																		X		X	X																																		8	1	8	1	X	X	X			X		Y		Y
2018	12	7543	USD												N					Y		N		N		N	N	N	NON	GED	applicants under 18			C			C																																				C												C	0.00									Y	N	N	NONC		NONC																																																																				
2018	12	7544													N					Y	except for nursing, dental hygiene, surgical technology	N		Y		N	N	Y	NON					C			C																																				C												C										Y	N	N	NONC		NONC	MOD	nursing, dental hygiene, surgical technology programs																																																									X	X			10					
2018	12	7545	USD	2726	2720		1346	1380	1343	1377					Y					Y		N		N	Y	N	N	Y	NON					C			C																																				C												C	0.00									Y	N	N	NONC		NONC																		X	X	X	X																																						X	X	X			X		Y		Y
2018	12	7546													N					Y	except for nursing, drug and alcohol rehabilitation counseling, paramedic programs	N		Y		N	N	Y	GED					C			C																																				C												C										Y	Y	N	NONC		NONC	MOD	nursing, drug and alcohol rehabilitation counseling programs																X	X	X	X																																						X	X	X	X	5					Y
2018	12	7547	USD	4188	3184		1205	2983	927	2257					N					N		N		N	Y	Y	N	Y	GED					C			C																																				C				12	1		12	15				C	40.00					553	465			Y	N	N	MOD		MOD																		X		X																																			8	30			X		X	X		X		Y		Y
2018	12	7549	USD	2428	1628		1292	1136	821	807					N					N		N		N	Y	N	N	Y	GED					C			C																																				C												C	0.00									Y	Y	Y	MOD		MOD																		X		X																																			5	1	5	1						X		N		Y
2018	12	7550	USD	9097	7031		3610	5487	2660	4371					N					N		N		N	Y	Y	N	Y	GED			3	1		4	1																																			7	15					12	1		1	15				C	50.00					3491	3258			Y	Y	Y	MOD		MOD	MOST	BSN program																X		X	X																																		3	1			X	X	X	X				Y		Y
2018	12	7551	USD	4146	1878		1957	2189	865	1013					Y					N		N		Y	Y	Y	Y	Y	GED			8	26		9	3	C																																		8	26											9	3	C	35.00									Y	Y	Y	MOD		MOD																		X	X	X																																							X	X	X	X				Y	X	Y
2018	12	7553		16328	11928										N					Y	except for allied health, business, computer science, engineering science programs	Y	county residents	Y	N	N	N	N	GED					C			C																																				C												C										Y	N	N	NONC		NONC	MOD	allied health, business, computer science, engineering science, nursing, dental and radiation technology programs																X	X	X	X																																															Y
2018	12	7554	USD	2500	2500															Y	except for allied health, culinary arts programs	N		Y				Y	GED								C																																				C												C	0.00									N	N	N	NONC		NONC	MOD	allied health, culinary arts programs																																																									X					X				
2018	12	7555	USD	981	898		660	321	607	291					N					Y	for Highlands College students	N		N	Y	N	N	Y	GED					C			C																																				C												C	30.00									Y	Y	Y	MOD		MOD																		X		X	X																																						X		X							
2018	12	7556	USD	15996	13256		7358	8638	7158	6098					N					N		N		Y	Y	N	N	Y	GED					C			C			C																											C						C												C	30.00									Y	Y	Y	MOD		MOD																		X		X	X																																						X		X			X		Y		Y
2018	12	7558	USD	412	353		165	247	146	207					N					Y	Open admissions policy except for dental assistant and hygiene, paramedic, medical assistant, practical nurse, registered nurse, surgical technology, respiratory care, physical therapist assistant, welding programs	N		Y	N	N	N	N	GED					C			C																																				C												C	30.00									Y	N	N	NONC		NONC	MOD	dental hygiene, registered nurse,  respiratory care, physical therapist assistant programs																X		X	X																																						X		X	X	15			Y		Y
2018	12	7559	USD												N					Y	except for nursing program	N		Y		N	N	Y	NON																																																									0.00									Y	N	N	NONC		NONC	MIN	nursing program																X		X	X																																															
2018	12	7560	USD	13384	9457		4981	8403	3181	6276					Y					N		N		N	Y	N	N	Y	GED			3	1				C																																		6	15													C	65.00									Y	Y	Y	MOD		MOD	VERY	computer science, business administration, early childhood programs																X		X																																							X	X	X		10			Y		Y
2018	12	7562	USD												N					Y	except for nonresident aliens	N		Y		N	N	N	NON	GED	international students			C			C																																				C												C	0.00									N	N	N	NONC		NONC																																																																				
2018	12	7563		1852	1852		846	1006	846	1006					N					Y		N		Y		N	N		GED					C																																							C																						Y	N	N	NONC		NONC																		X		X	X																																											X				Y
2018	12	7564	USD	10976	10976		5576	5400	5576	5400					N					Y		N		Y	Y	N	N	Y	NON					C			C																																				C												C	25.00									Y	Y	Y	NONC		NONC	MOD	Health Sciences; School of Art and Design and Honors programs																X	X	X	X																																						X	X	X	X		X		Y		Y
