DATASET_YR	REPRJ_ID	INUN_ID	ACAD_YR	CURRENCY_CODE	SCHOL_NB_FED_D	SCHOL_NN_FED_D	SCHOL_NB_STATE_D	SCHOL_NN_STATE_D	SCHOL_NB_EXT_D	SCHOL_NN_EXT_D	SCHOL_NB_INST_D	SCHOL_NN_INST_D	UG_PT_N_N	UG_PT_AP_N	FRSH_FT_ND_N	UG_PT_ND_N	FRSH_FT_NB_GIFT_N	UG_FT_NB_GIFT_N	UG_PT_NB_GIFT_N	FRSH_FT_NB_SH_N	UG_PT_AVG_PKG_D	UG_FT_NB_SH_N	UG_PT_NB_SH_N	FRSH_FT_NN_GIFT_N	UG_FT_NN_GIFT_N	UG_PT_NN_GIFT_N	FRSH_FT_NN_SH_N	UG_FT_NN_SH_N	UG_PT_NN_SH_N	FRSH_FT_ND_MET_N	UG_FT_ND_MET_N	UG_PT_ND_MET_N	UG_PT_ND_MET_P	UG_FT_N_N	FRSH_FT_N	UG_FT_AP_N	INTL_NO	FRSH_FT_AP_N	UG_FT_ND_N	INTL_AVG_D	INTL_RECD_N	INTL_NB	UG_FT_AVG_PKG_D	FRSH_FT_AVG_PKG_D	UG_FT_ND_MET_P	FRSH_FT_ND_MET_P	FORM_DOM_FAFSA	FORM_DOM_CSS	FORM_DOM_STATE	FORM_DOM_INST	FORM_DOM_OTH	FORM_DOM_OTH_T	FORM_DOM_PARENT	FORM_DOM_BUS	FORM_INTL_INST	FORM_INTL_CSS	FORM_INTL_FA_AP	FORM_INTL_CERTIF_FIN	FORM_INTL_OTH	FORM_INTL_OTH_T	AP_DL	AP_DL_NO	AP_DL_MON	AP_DL_DAY	AP_DL_PRIORITY	AP_DL_PRIORITY_MON	AP_DL_PRIORITY_DAY	AP_NOTF_ROLL	AP_NOTF_ROLL_MON	AP_NOTF_ROLL_DAY	AP_NOTIF_DL	AP_NOTF_DL_MON	AP_NOTF_DL_DAY	AP_REPLY_DL_MON	AP_REPLY_DL_DAY	AP_REPLY_DL_WEEK	UG_CLASS_LOAN_P	UG_CLASS_AVG_DEBT_D	LOAN_PERKINS	LOAN_DIRECT_PLUS	LOAN_DIRECT_STAFFORD_SUB	LOAN_DIRECT_STAFFORD_UNSUB	LOAN_NURSING	LOAN_STATE	LOAN_INST	LOAN_OTH	LOAN_OTH_T	LOAN_DIRECT_CONSOL	JOBS_FWS	JOBS_FWS_N	JOBS_FWS_AVG_D	SCHOL_NB	SCHOL_NB_UNCF	SCHOL_NB_NURSING	JOBS_PT	JOBS_PT_N	SCHOL_NB_PELL	SCHOL_NB_SEOG	SCHOL_NN_ROTC	SCHOL_NB_STATE	SCHOL_NB_PRIVATE	SCHOL_NB_INST	SCHOL_NB_OTH	SCHOL_NB_OTH_T	SCHOL_NN	SCHOL_NN_ACAD	SCHOL_NN_ACAD_N	SCHOL_NN_ACAD_D	SCHOL_NN_ART	SCHOL_NN_ART_N	SCHOL_NN_ART_D	SCHOL_NN_ACHV	SCHOL_NN_ACHV_N	SCHOL_NN_ACHV_D	SCHOL_NN_OTH	SCHOL_NN_OTH_T	SCHOL_NN_CHAR	SCHOL_NN_CHAR_N	SCHOL_NN_CHAR_D	SCHOL_NN_ATHL	SCHOL_NN_ATHL_MEN_N	SCHOL_NN_ATHL_MEN_D	SCHOL_NN_ATHL_WMN_N	SCHOL_NN_ATHL_WMN_D	INTL_NN	SH_NB_STUD_LOAN_D	SH_NN_STUD_LOAN_D	SH_NB_FWS_D	SH_NB_STATE_D	SH_NN_STATE_D	SH_NB_TOT_D	SH_NN_TOT_D	SCHOL_NN_ATHL_TOT_N	SCHOL_NN_ATHL_TOT_D	SCHOL_NN_TOT_D	SCHOL_NB_TOT_D	METH_FM	METH_IM	METH_FM_IM	LOAN_FFEL_STAFFORD_SUB	LOAN_FFEL_STAFFORD_UNSUB	LOAN_FFEL_PLUS	LOAN_FFEL_CONSOL	EST_OFF_I	NB_PARENT_D	NN_PARENT_D	NB_WAIVER_D	NN_WAIVER_D	NB_ATHL_D	NN_ATHL_D	FRESH_FT_REC_AID_N	UG_FT_REC_AID_N	UG_PT_REC_AID	FRSH_FT_AVG_NB_GIFT_D	UG_FT_AVG_NB_GIFT_D	UG_PT_AVG_NB_GIFT_D	FRESH_FT_AVG_NB_SH_D	UG_FT_AVG_NB_SH_D	UG_PT_AVG_NB_SH_D	FRESH_FT_AVG_NB_LOAN_D	UG_FT_AVG_NB_LOAN_D	UG_PT_AVG_NB_LOAN_D	FRESH_FT_NN_NONEED_N	UG_FT_NN_NONEED_N	UG_PT_NN_NONEED_N	FRESH_FT_NN_NONEED_D	UG_FT_NN_NONEED_D	UG_PT_NN_NONEED_D	FRESH_FT_NN_ATHL_N	UG_FT_NN_ATHL_N	UG_PT_NN_ATHL_N	FRESH_FT_NN_ATHL_D	UG_FT_NN_ATHL_D	UG_PT_NN_ATHL_D	JOBS_PT_AVG_D	URL_ADDRESS_FA	BCD_T	UG_FT_ND_PLUS_P	UG_FT_NONEED_PLUS_P	EFC_0_MIN_PKG_D	EFC_5000_MIN_PKG_D	EFC_10000_MIN_PKG_D	EFC_MAX_REC_AID_D	METH_FM_IM_GAP_D	INTL_NB_FA_OTH	INTL_NB_FA_OTH_T	INTL_NB_JOBS_PT	INTL_NB_LOAN_INST	INTL_NB_LOAN_NON_INST	INTL_NB_SCHOL_ATHL	INTL_NB_SCHOL_INST	INTL_NB_WAIVER	INTL_NN_FA_OTH	INTL_NN_FA_OTH_T	INTL_NN_JOBS_PT	INTL_NN_LOAN_INST	INTL_NN_LOAN_NON_INST	INTL_NN_SCHOL_ATHL	INTL_NN_SCHOL_INST	INTL_NN_WAIVER	UG_CLASS_LOAN_FED_P	UG_CLASS_AVG_DEBT_FED_D	LOAN_PERKINS_AVG_D	SCHOL_NB_SEOG_AVG_D	LOAN_PERKINS_P	SCHOL_NB_SEOG_P	UG_FT_AVG_NB_GIFT_2YR_D	UG_FT_AVG_NB_GIFT_3YR_D	UG_FT_AVG_NB_GIFT_4YR_D	UG_FT_NN_NONEED_2YR_D	UG_FT_NN_NONEED_3YR_D	UG_FT_NN_NONEED_4YR_D	URL_ADDRESS_SCHOL	UG_CLASS_N	UG_CLASS_LOAN_N	UG_CLASS_LOAN_FED_N	UG_CLASS_LOAN_INST_N	UG_CLASS_LOAN_INST_P	UG_CLASS_AVG_DEBT_INST_D	UG_CLASS_LOAN_STATE_N	UG_CLASS_LOAN_STATE_P	UG_CLASS_AVG_DEBT_STATE_D	UG_CLASS_LOAN_PRIVATE_N	UG_CLASS_LOAN_PRIVATE_P	UG_CLASS_AVG_DEBT_PRIVATE_D
2018	13	131339																																																																																																																																																																																																																															
2018	13	131344																																													X			X					X			X				X																	X	X	X	X							X			X					X	X				X																																																																																							X		X						X		X																										
2018	13	132243																																																																																																																																																																																																																															
2018	13	132246																																																																																																																																																																																																																															
2018	13	132460																																																																																																																																																																																																																															
2018	13	132467																																																																																																																																																																																																																															
2018	13	132488																																																																																																																																																																																																																															
2018	13	132489																																																																																																																																																																																																																															
2018	13	132507																																																																																																																																																																																																																															
2018	13	132509																																																																																																																																																																																																																															
2018	13	132510																																																																																																																																																																																																																															
2018	13	132511																																																																																																																																																																																																																															
2018	13	132512																																																																																																																																																																																																																															
2018	13	132513																																																																																																																																																																																																																															
2018	13	132514																																																																																																																																																																																																																															
2018	13	132520																																																																																																																																																																																																																															
2018	13	132525																																																																																																																																																																																																																															
2018	13	132526																																																																																																																																																																																																																															
2018	13	132527																																																																																																																																																																																																																															
2018	13	132544																																																																																																																																																																																																																															
2018	13	132546																																																																																																																																																																																																																															
2018	13	132564																																																																																																																																																																																																																															
2018	13	132582																																																																																																																																																																																																																															
2018	13	132586																																																																																																																																																																																																																															
2018	13	132587																																																																																																																																																																																																																															
2018	13	132599																																																																																																																																																																																																																															
2018	13	132603																																																																																																																																																																																																																															
2018	13	132614																																																																																																																																																																																																																															
2018	13	132618																																																																																																																																																																																																																															
2018	13	132635																																																																																																																																																																																																																															
2018	13	132644																																																																																																																																																																																																																															
2018	13	132648																																																																																																																																																																																																																															
2018	13	132649																																																																																																																																																																																																																															
2018	13	132652																																																																																																																																																																																																																															
2018	13	132653																																																																																																																																																																																																																															
2018	13	132655																																																																																																																																																																																																																															
2018	13	132659	2008		933313.25			86470.00	278820.00	29700.00	20761.00						81	327		110		589			16												X						6511.00	5599.00			X			X												X						X	7	1									X													X					X	X		X	X	X	X	Academic Competitiveness Grants, National SMART Grants																						2803977.00	3440456.00				2803977.00	3440456.00			116170.00	1232894.25			X									372882			116	803		2744.00	3553.00		3578.00	4761.00		3578.00	4761.00															http://www.phoenix.edu/tuition_and_financial_options/apply_online.html																																																	
2018	13	132662	2008		2388244.00		22917.00		393002.00	1000.00	32435.00						154	845		221		1752			1												X						6300.00	5806.00			X			X												X						X	7	1									X													X					X	X		X	X	X	X	Academic Competitiveness Grants, National SMART Grants																						8622599.00	12159782.00				8622599.00	12159782.00			1000.00	2836598.00			X									301076			238	2233		2959.00	3257.00		3731.00	4922.00		3731.00	4922.00															http://www.phoenix.edu/tuition_and_financial_options/apply_online.html																																																	
2018	13	132664	2008		1709805.90		801560.00		119201.00	6500.00	42759.00						121	650		180		1284			2												X						6564.00	5561.00			X			X												X						X	7	1									X													X					X	X		X	X	X	X	Academic Competitiveness Grants, National SMART Grants																						6168684.00	8739305.00				6168684.00	8739305.00			6500.00	2673325.90			X									363406			204	1692		2821.00	4063.00		3819.00	4804.00		3819.00	4804.00															http://www.phoenix.edu/tuition_and_financial_options/apply_online.html																																																	
2018	13	132670	2008		4416160.14		2834034.00		359807.00	20755.00	67049.00						215	1584		285		2661			6												X						7328.00	5927.00			X			X												X						X	7	1									X													X					X	X		X	X	X	X	Academic Competitiveness Grants, National SMART Grants																						12954337.00	17117064.00				12954337.00	17117064.00			20755.00	7677050.14			X									805679			314	3413		2951.00	4765.00		3722.00	4870.00		3722.00	4870.00															http://www.phoenix.edu/tuition_and_financial_options/apply_online.html																																																	
2018	13	132671	2010		8572835.00	7108518.00	646660.00	13619.00	32804.00	645955.00	140721.00	2061742.00																						5587	535												X			X												X																	X	X	X	X										X					X	X		X	X	X	X	Academic Competitiveness Grants, National SMART Grants																						17471819.00	24572277.00				17471819.00	24572277.00			9829834.00	9393020.00			X							620242.00		180979																												http://www.phoenix.edu/tuition_and_financial_options/apply_online.html																																																	
2018	13	132693																																																																																																																																																																																																																															
2018	13	132694																																																																																																																																																																																																																															
2018	13	132697																																																																																																																																																																																																																															
2018	13	132698																																																																																																																																																																																																																															
2018	13	132699																																																																																																																																																																																																																															
2018	13	132700																																																																																																																																																																																																																															
2018	13	132701																																																																																																																																																																																																																															
2018	13	132702																																																																																																																																																																																																																															
2018	13	132730	2014		6662324.00																																										X															X						X	1	1										X	X	X										X					X	X																												17746732.00					17746732.00					6662324.00	X								117306.00																																																																																
2018	13	132731																																																																																																																																																																																																																															
2018	13	132734																																																																																																																																																																																																																															
2018	13	132738																																																																																																																																																																																																																															
2018	13	132741																																																																																																																																																																																																																															
2018	13	132742																																																																																																																																																																																																																															
2018	13	132745																																																																																																																																																																																																																															
2018	13	132753																																																																																																																																																																																																																															
2018	13	132770																																																																																																																																																																																																																															
2018	13	132777																																																																																																																																																																																																																															
2018	13	132779																																																																																																																																																																																																																															
2018	13	132790																																																																																																																																																																																																																															
2018	13	132793																																																																																																																																																																																																																															
2018	13	132796																																																																																																																																																																																																																															
2018	13	132835																																																																																																																																																																																																																															
2018	13	132837																																																																																																																																																																																																																															
2018	13	132851																																													X															X																		X	X	X							X			X					X	X																																																																																																																															
2018	13	132881																																																																																																																																																																																																																															
2018	13	132885																																																																																																																																																																																																																															
2018	13	132918																																																																																																																																																																																																																															
2018	13	132930																																																																																																																																																																																																																															
2018	13	132931																																																																																																																																																																																																																															
2018	13	132938																																																																																																																																																																																																																															
2018	13	132951																																																																																																																																																																																																																															
2018	13	133034																																																X												X																																																																																																																																																																			
2018	13	135441																																																																																																																																																																																																																															
2018	13	135475																																																																																																																																																																																																																															
2018	13	135485																																																																																																																																																																																																																															
2018	13	135488																																																																																																																																																																																																																															
2018	13	135489																																																																																																																																																																																																																															
2018	13	135490																																																																																																																																																																																																																															
2018	13	135491																																																																																																																																																																																																																															
2018	13	135498	2007		9594149.00	0.00	1029336.00	3500.00	563423.00	505423.00	7464427.00	4845740.00			73		49	494		61		724		0	5					0	9			1456	526	810	X	75	785				10560.00	7997.00	36.30	31.70	X															X																	X													X					X	X		X	X	X																								64663162.00	7018430.00	28185.00			64691347.00	7018430.00			5354663.00	18651335.00	X								731316.00	409212.00					70	759		6163.00	7114.00		4226.00	6217.00		4226.00	6201.00		65	146		7768.00	10591.00									http://www.devry.edu/financial-aid-tuition/financial-aid-tuition-overview.jsp																																																	
2018	13	135512																																																																																																																																																																																																																															
2018	13	138025																																																																																																																																																																																																																															
2018	13	138029																																																																																																																																																																																																																															
2018	13	138035																																																																																																																																																																																																																															
2018	13	138037																																																																																																																																																																																																																															
2018	13	138095	2016																																												X															X						X	7	1										X	X	X	X	X					X			X		X	X		X	X		X	X	X																																																																										http://www.goodwin.edu/financial-aid/																																					http://www.goodwin.edu/financial-aid/scholarships												
2018	13	138219	2008		2369900.00	0.00	249970.00	14505.00	93141.00	123853.00	891507.00	430911.00			86		65	191		83		284		0	0					1	2			400	132	314	X	94	294				10774.00	9980.00	33.00	32.90	X															X																	X										X			X					X	X		X	X	X																								15654467.00	1593952.00	174993.00	0.00	0.00	15829460.00	1593952.00			569269.00	3604518.00	X								775722.00	254289.00	0.00	0	0.00	0.00	86	293		5536.00	5608.00		6005.00	7343.00		5768.00	7062.00		9	35		15280.00	18240.00																																																										
2018	13	138220	2008		2003052.00	0.00	1861722.00	0.00	118329.00	36632.00	519265.00	178515.00			138		103	240		133		358		4	4					9	18			441	170	379	X	142	366				12346.00	11879.00	45.00	44.30	X															X																	X										X			X					X	X		X	X	X																								13177297.00	1964126.00	371433.00	0.00	0.00	13548730.00	1964126.00			215147.00	4502368.00	X								979622.00	541454.00	0.00	0	0.00	0.00	138	365		6680.00	6916.00		7152.00	7951.00		6617.00	7379.00		8	24		13688.00	14254.00																																																										
2018	13	138244																																																																																																																																																																																																																															
2018	13	138451																																													X														X		8	1																						X	Sallie Mae Loans		X																																																																																																																																								
2018	13	138511																																													X			X											X		4	1																									X			X			X		X	X		X																																																																																																																													
2018	13	139022																																																																																																																																																																																																																															
2018	13	139249																																																																																																																																																																																																																															
2018	13	139290																																																																																																																																																																																																																															
2018	13	139301																																																																																																																																																																																																																															
2018	13	139423																																																																																																																																																																																																																															
2018	13	139467																																																																																																																																																																																																																															
2018	13	139493																																																																																																																																																																																																																															
2018	13	139496																																													X															X																								X	alternative loans, Sallie Mae Loans					X					X	X				X																																																																																																																											
2018	13	139577																																																																																																																																																																																																																															
2018	13	139578																																																																																																																																																																																																																															
2018	13	139579																																																																																																																																																																																																																															
2018	13	139646																																																																																																																																																																																																																															
2018	13	139647																																																																																																																																																																																																																															
2018	13	139656																																																																																																																																																																																																																															
2018	13	139659																																													X																		X	4	30																						X			X					X	X			X		X	HOPE Grants and Scholarships																																																																								http://www.gntc.edu/admissions/financial-aid/																																					http://www.gntc.edu/admissions/financial-aid/grants-and-scholarships.php												
2018	13	139665																																																																																																																																																																																																																															
2018	13	139672																																																																																																																																																																																																																															
2018	13	139676																																																																																																																																																																																																																															
2018	13	139681																																																																																																																																																																																																																															
2018	13	139684																																																																																																																																																																																																																															
2018	13	139699																																													X															X																														X					X	X																																																																																																																															
2018	13	139740																																																																																																																																																																																																																															
2018	13	139763																																																																																																																																																																																																																															
2018	13	139844																																																																																																																																																																																																																															
2018	13	139866																																																																																																																																																																																																																															
2018	13	139869																																																																																																																																																																																																																															
2018	13	139872																																																																																																																																																																																																																															
2018	13	139878																																																																																																																																																																																																																															
2018	13	139880																																																																																																																																																																																																																															
2018	13	139882																																																																																																																																																																																																																															
2018	13	139884																																																																																																																																																																																																																															
2018	13	139890																																																																																																																																																																																																																															
2018	13	139899																																																																																																																																																																																																																															
2018	13	139903																																																																																																																																																																																																																															
2018	13	139920																																																																																																																																																																																																																															
2018	13	139924																																																																																																																																																																																																																															
2018	13	140006																																																																																																																																																																																																																															
2018	13	140031																																																																																																																																																																																																																															
2018	13	140119																																																																																																																																																																																																																															
2018	13	140236																																																																																																																																																																																																																															
2018	13	140269																																																																																																																																																																																																																															
2018	13	140313																																																																																																																																																																																																																															
2018	13	140373	2015		3374446.00		133242.00		766356.00	102953.00	108196.00				220		220	971		4		26		49	269					120	451			1627	242	1218	X	242	971				6649.00	6515.00	33.00	55.00	X			X												X						X	8	5						4.00													X			X			X		X	X					X	tribal scholarships, American Indian College Fund, Academic Competitiveness Grants																						0.00	0.00	30000.00	32130.00	0.00	62130.00	0.00			102953.00	4382240.00	X								0.00	0.00	0.00	6630	56968.00		220	971		6502.00	6627.00		814.00	947.00		0.00	0.00		0	1		0.00	1000.00									http://www.navajotech.edu/admissions/financial-aid																																																	
2018	13	140451																																																																																																																																																																																																																															
2018	13	140472																																																																																																																																																																																																																															
2018	13	140485																																																																																																																																																																																																																															
2018	13	140494																																																																																																																																																																																																																															
2018	13	140539																																																																																																																																																																																																																															
2018	13	140545																																																																																																																																																																																																																															
2018	13	140552																																																																																																																																																																																																																															
2018	13	140615																																																																																																																																																																																																																															
2018	13	140618																																																																																																																																																																																																																															
2018	13	140656																																																																																																																																																																																																																															
2018	13	140659																																																																																																																																																																																																																															
2018	13	140695																																																																																																																																																																																																																															
2018	13	140698																																																																																																																																																																																																																															
2018	13	140706																																																																																																																																																																																																																															
2018	13	140766																																																																																																																																																																																																																															
2018	13	140829																																																																																																																																																																																																																															
2018	13	140855																																																																																																																																																																																																																															
2018	13	140856																																																																																																																																																																																																																															
2018	13	140891																																																																																																																																																																																																																															
2018	13	140916																																																																																																																																																																																																																															
2018	13	140934																																																																																																																																																																																																																															
2018	13	141060																																																																																																																																																																																																																															
2018	13	141076																																																																																																																																																																																																																															
2018	13	141141																																																																																																																																																																																																																															
2018	13	141153																																																																																																																																																																																																																															
2018	13	141249																																																																																																																																																																																																																															
2018	13	141324																																																																																																																																																																																																																															
2018	13	141335																																																																																																																																																																																																																															
2018	13	141382																																																																																																																																																																																																																															
2018	13	141411																																																																																																																																																																																																																															
2018	13	141510																																																																																																																																																																																																																															
2018	13	141527																																																																																																																																																																																																																															
2018	13	141534																																																																																																																																																																																																																															
2018	13	141535																																																																																																																																																																																																																															
2018	13	141568																																																																																																																																																																																																																															
2018	13	141655																																																																																																																																																																																																																															
2018	13	141682																																																																																																																																																																																																																															
2018	13	141699																																																																																																																																																																																																																															
2018	13	141721																																																																																																																																																																																																																															
